well,oracle_shift,base_rmse,tw_delta,prefix_delta,ridge_correction,ridge_rmse
e201fd6d,-8.428692524149369,14.411078840474367,0.8606072255593711,-8.764926409471757,2.1558694425105793,15.769251336249082
e32da4ec,5.887334332139843,8.847830181911489,6.058874892396305,-13.473121017042914,3.037776393842537,7.193286719800693
e3b34f5b,-8.879728626981265,12.636638985684206,0.65056041275089,-19.245530219559388,1.94666929148874,14.072880169131277
e46f4ef4,-0.4734267442723103,4.337630351326244,0.5746542803244948,-11.493790877783303,0.25224643030744637,4.372357000389948
e4726608,-2.274033060575385,5.08614986971671,-8.647471160419892,-15.143128849977916,-4.51126141867482,5.069801264636796
e5864244,15.465865821441014,18.143495193510685,-5.449961861168443,-25.747599943684133,-3.915630263458643,21.578595939474265
e5c92e59,0.16332534317881667,4.67311067980011,-3.375573097904467,-15.323712885182006,0.880497192049341,4.724999864417908
e730c32b,8.370057077233206,10.148501726192745,-5.607984435802216,-5.745655753743932,-2.1358270215141775,11.971124947419408
e85074c5,11.193820515605026,11.922232363539091,-0.9718069883808977,-14.943410700350244,4.789332708460339,7.606278384762461
e97032ad,9.154323118219374,9.67106652708605,1.3642633404180295,-18.986485531427814,-0.4777895659234537,10.124499532251862
eac10e86,-6.880843999183524,7.789142240026076,-1.0268086744463125,-13.15705668473816,-0.38512888125456746,7.4511098225396255
eafb863e,2.054663059618295,6.074117253875416,-1.7992145694309016,-22.086109378976655,-5.685569296993899,9.622081742514315
eb06a4e7,-5.595680980582365,11.066795037895956,-8.383979222029486,-19.62483203767342,-2.931525942285946,9.912619676070975
eb640a35,-2.931305469594306,10.18707513165302,4.382526940740963,-11.962525896559654,2.0367770159709453,10.948323687452861
eba6605e,1.1159054523993817,7.832010083778588,-0.9443051544204615,-23.70470563361357,3.064245754313786,7.9931950373915805
ec0d597b,3.620563079198662,11.762992562209002,3.789187616925744,-7.784004970836618,0.1625987454133559,11.713967489363185
ee288beb,18.58451810263875,25.477604279146874,-2.3025719783186025,-10.75971367452064,-10.075011423235189,33.54240061984208
eeda36f5,-12.67376983391667,13.148705519153145,2.6786257255369135,-0.480114628017696,7.712319712751823,20.68469632436196
eeed308d,0.808982595315854,6.433242944735628,-2.682378121075629,-12.710861020925671,-2.6117830062880976,7.2411186461476085
f0188a48,-16.417963511525485,17.098412966878737,1.427202274538404,-16.4043567930748,-1.3588644155816119,15.798185519279592
f03f10fe,-9.891654018550744,10.97538060824142,-1.3365115108083436,-1.122201935367087,4.409552039485474,15.071119898251473
f2d4c8c9,1.0989155438907596,4.300519168145311,4.49477033153035,-4.037640391352631,3.800525350079309,4.9583813173127735
f321a31c,-7.311588828885422,12.53127464012544,-3.1465974478554886,-12.842527357616527,-4.216896961070782,10.63722852345903
f5859199,18.569567871526885,20.030283639466678,3.604649709354246,-3.9310684747994786,4.267849738809424,16.153097328064835
f631da6e,-2.1036253151194435,4.938575684045575,8.873785086572274,-10.050514784588675,-0.7969488714927482,4.6552866344578545
f6824bb0,-14.351974803539314,16.853422120862156,0.4268162959682907,-13.004191081109983,0.32968283207789656,17.135043838637287
f8662c22,10.192084876815438,11.98339489150665,1.1822254782344717,-15.46011159085954,0.17962025916256646,11.831001931760346
fa31da94,-6.071763762678655,7.576099827568901,2.522393131543804,-6.533262471928226,1.7370702263612883,9.028225832127886
fa667be2,-5.603761284149704,6.836258055398242,-2.428490663890047,-9.813930687846149,-2.439443892767932,5.0344004830426865
fb03ae90,-50.97267516570765,52.685893958223275,-0.7070695707049997,-1.9495630219345443,-3.1011810547478804,49.69174737362381
fbd68d27,-16.904984909389565,19.258076637268644,-5.287942932624085,-13.610905326314988,-3.223685231540918,16.500695799126177
fd3b4faa,1.4624088425462822,4.382650882920636,3.1594108760910045,-12.005917798769705,-2.3419521383091007,5.6162399887704515
fd710aea,2.3768002336942913,3.661459440656195,-6.531188104232404,-11.577169506277585,-2.1139165025618705,5.284282608828701
ff8bb73a,5.402581910933535,8.751376188507468,1.7927007315749384,-2.0689530026978478,1.5872534896298593,7.871176840272189
ffefef30,-4.98918938980834,5.779502545811481,1.3793791721466944,-13.3149935360705,2.2806354504893567,7.833325738042893
