well,oracle_shift,base_rmse,tw_delta,prefix_delta,ridge_correction,ridge_rmse,ordered_rmse
811f52b3,-0.0007527093128003846,3.0709500785296036,-0.09350788881741347,-18.7603103245108,-3.269006547025883,4.484664643646282,3.640156288150161
81fc01c6,3.0402998892721134,10.947194118725433,-7.8132703171793985,-24.98477647024471,-1.0761955305751076,11.293501237347638,10.784996932138549
8478df29,-5.742732075288019,6.5853756188876,-6.998042463678901,-12.680597111875658,-0.8242829235359631,5.8804202580833245,6.319477439547692
84815d5a,12.574732756542158,14.857536963840262,8.397187118480431,-13.689143535446396,4.19587685951613,11.525091187342367,14.977530482851614
877ed19c,-8.394408076327109,9.35648664139959,-2.1691987728068067,-10.602518140546199,2.913594673194059,12.039463505571183,9.779985862047482
8902c3f6,-0.5973214911203593,3.9085492539688738,2.502765293730984,-24.11110014078277,-0.693587013023243,3.8638363523386596,6.6871241509477635
896d15b9,17.571929867379144,23.078716517536723,5.86743342306695,-15.903014490437752,6.388744520354108,18.679348793216462,20.028291845786296
8995c945,7.272388452301847,11.603575025357554,2.550080953306517,-6.605531085139626,3.7479806171012684,9.704471657784927,10.670720597662298
89f1085d,-15.309393485213896,17.29601964751379,-6.781929165366874,-1.1874462004680804,-0.8552512143153798,16.543790241339206,18.202540433404337
8a9c8932,2.719247269679867,5.455621388386203,-2.5780934465980776,-9.740808043701385,4.75112262165304,5.147622409007384,4.757054198050067
8bb9c1e6,-1.5762311756945615,2.5606419647805683,0.4271696689945128,-7.043199778278477,-0.9411207403789855,2.115596326715094,2.9783618472064517
8bfa881d,14.998175723865218,20.20604911517359,2.6294719610261623,-2.218540211012032,2.7346455522613353,18.26836933255647,18.867029838772847
8c167025,2.226970317275795,7.3910038264587925,0.3813210637404236,-14.457457914963037,2.427424512761769,7.050370391205625,8.821665976473236
8c8348e8,-10.060857476611814,10.82047511020423,-8.692748183730277,-16.262293249651243,-5.213136694780391,6.273932197948954,8.801429990501646
8cc800b3,-13.914380289617656,15.367725589368336,2.01458612239935,-15.185720303820345,-1.7498730035789856,13.803341930783391,17.038279158682066
8d92cb49,0.15198320119857398,6.5535386204564325,-1.1103958114718544,-6.014182969842632,-0.9977919484600132,6.65189840956263,7.0962114082917775
90386ee4,1.5018841705527994,4.851144442985802,-4.975025798463628,-20.965019058684256,-5.907883177402222,8.728264346121504,4.66396107673386
91abc4c7,-14.68968387885311,15.885301558603897,-8.744144650031076,-21.599568490220683,-0.36216492035155823,15.551006162089466,14.93011306962816
91db7070,32.603764188237115,38.86779121394234,-1.2441772749917386,-15.02221033789704,-0.6243371631706452,39.392974932439635,40.55533845445778
9298ad5b,4.108022335545932,10.809721589715,-0.4435731142312819,-16.11928785061516,-2.675552698727648,12.082678659279983,10.001017493972514
940e709a,4.5531259688875965,5.423536621219064,3.1312069856041553,-9.233786601594147,3.138755808576277,3.268675013445415,4.726872420426739
9426ec1e,-7.98809259015153,9.593917813857503,1.921854467505353,-16.500493994893812,-4.073828317884979,6.599628821635248,10.079841764938257
94467f50,-4.794030441644522,8.663977736635575,-2.5385946233138936,-6.692012493408612,1.977168119089252,9.896004865317003,6.791260478278471
944f36b9,1.5526489067068678,3.844961119205523,-2.9620337860741968,-15.892437375294836,1.1467409531313018,3.5408711706980593,4.389536982100512
94d813a4,-27.72757124313694,33.322893854852325,-11.59297261914989,-7.622757115529669,-6.04698126266675,28.489384509318068,32.98710632585082
95c8427f,-18.219036587558286,20.14699897233127,-2.7568039187635933,-11.54192693322453,0.7350047727476228,20.814032701533044,17.433054156386227
96b7eea1,3.3136733532321947,4.028157125097041,-1.4257646586519723,-16.256611098977707,1.0386428535955783,3.228216613988138,4.034389962418295
